"RECORD #(ITEM)","RECORD #(HOLDINGS)",22,"BARCODE","245|a",130,,
"i275449257","c24107396",,"PB1006922","minutes of the ... general meeting",,,
"i275449270","c24107396",,"PB1006923","minutes of the ... general meeting",,,
"i275449282","c24107396",,"PB1006924","minutes of the ... general meeting",,,
"i275449269","c24107396",,"PB1006925","minutes of the ... general meeting",,,
"i275449294","c24107396",,"PB1006926","minutes of the ... general meeting",,,
"i275449300","c24107396",,"PB1006927","minutes of the ... general meeting",,,
"i275449312","c24107396",,"PB1006928","minutes of the ... general meeting",,,
"i275449348","c24107396",,"PB1006929","minutes of the ... general meeting",,,
"i275449324","c24107396",,"PB1006930","minutes of the ... general meeting",,,
"i275449336","c24107396",,"PB1006933","minutes of the ... general meeting",,,
"i27544935x","c24107396",,"PB1007348","minutes of the ... general meeting",,,
"i275485754","c24502030","0026-8429 0026-8429 1","PB1014427","modern screen",,,
"i275485766","c24502030","0026-8429 0026-8429 1","PB1014428","modern screen",,,
"i275485778","c24502030","0026-8429 0026-8429 1","PB1014429","modern screen",,,
"i27548578x","c24502030","0026-8429 0026-8429 1","PB1014430","modern screen",,,
"i275453091","c24357613","0027-0407","PB1007506","monthly film bulletin",,,
"i275453108","c24357613","0027-0407","PB1007507","monthly film bulletin",,,
"i27545311x","c24357613","0027-0407","PB1007508","monthly film bulletin",,,
"i275453121","c24357613","0027-0407","PB1007509","monthly film bulletin",,,
"i275453133","c24357613","0027-0407","PB1007510","monthly film bulletin",,,
"i275453145","c24357613","0027-0407","PB1007511","monthly film bulletin",,,
"i275453157","c24357613","0027-0407","PB1007512","monthly film bulletin",,,
"i275453169","c24357613","0027-0407","PB1007513","monthly film bulletin",,,
"i275453170","c24357613","0027-0407","PB1007514","monthly film bulletin",,,
"i275453182","c24357613","0027-0407","PB1007515","monthly film bulletin",,,
"i275453194","c24357613","0027-0407","PB1007516","monthly film bulletin",,,
"i275453200","c24357613","0027-0407","PB1007517","monthly film bulletin",,,
"i275453212","c24357613","0027-0407","PB1007518","monthly film bulletin",,,
"i275452724","c24357613","0027-0407","PB1010146","monthly film bulletin",,,
"i275452736","c24357613","0027-0407","PB1010147","monthly film bulletin",,,
"i275452748","c24357613","0027-0407","PB1010148","monthly film bulletin",,,
"i27545275x","c24357613","0027-0407","PB1010149","monthly film bulletin",,,
"i275452761","c24357613","0027-0407","PB1010150","monthly film bulletin",,,
"i275452773","c24357613","0027-0407","PB1010151","monthly film bulletin",,,
"i275452785","c24357613","0027-0407","PB1010152","monthly film bulletin",,,
"i275452797","c24357613","0027-0407","PB1010209","monthly film bulletin",,,
"i275452803","c24357613","0027-0407","PB1010210","monthly film bulletin",,,
"i275452815","c24357613","0027-0407","PB1010211","monthly film bulletin",,,
"i275452827","c24357613","0027-0407","PB1010212","monthly film bulletin",,,
"i275452839","c24357613","0027-0407","PB1010213","monthly film bulletin",,,
"i275452840","c24357613","0027-0407","PB1010214","monthly film bulletin",,,
"i275452852","c24357613","0027-0407","PB1010215","monthly film bulletin",,,
"i275452864","c24357613","0027-0407","PB1010216","monthly film bulletin",,,
"i275452876","c24357613","0027-0407","PB1010217","monthly film bulletin",,,
"i275452888","c24357613","0027-0407","PB1010218","monthly film bulletin",,,
"i27545289x","c24357613","0027-0407","PB1010219","monthly film bulletin",,,
"i275452906","c24357613","0027-0407","PB1010220","monthly film bulletin",,,
"i275452918","c24357613","0027-0407","PB1010221","monthly film bulletin",,,
"i27545292x","c24357613","0027-0407","PB1010222","monthly film bulletin",,,
"i275452931","c24357613","0027-0407","PB1010223","monthly film bulletin",,,
"i275452943","c24357613","0027-0407","PB1010224","monthly film bulletin",,,
"i275452955","c24357613","0027-0407","PB1010225","monthly film bulletin",,,
"i275452967","c24357613","0027-0407","PB1010226","monthly film bulletin",,,
"i275452979","c24357613","0027-0407","PB1010227","monthly film bulletin",,,
"i275452980","c24357613","0027-0407","PB1010228","monthly film bulletin",,,
"i275452992","c24357613","0027-0407","PB1010229","monthly film bulletin",,,
"i275453005","c24357613","0027-0407","PB1010230","monthly film bulletin",,,
"i275453017","c24357613","0027-0407","PB1010231","monthly film bulletin",,,
"i275453029","c24357613","0027-0407","PB1010232","monthly film bulletin",,,
"i275453030","c24357613","0027-0407","PB1010233","monthly film bulletin",,,
"i275453042","c24357613","0027-0407","PB1010234","monthly film bulletin",,,
"i275453054","c24357613","0027-0407","PB1010235","monthly film bulletin",,,
"i275453066","c24357613","0027-0407","PB1010236","monthly film bulletin",,,
"i275453078","c24357613","0027-0407","PB1010237","monthly film bulletin",,,
"i27545308x","c24357613","0027-0407","PB1010238","monthly film bulletin",,,
"i237797501",,"0027-1276 0027-1276 4",,"mosaic","Mosaic (Winnipeg, Man.)",,
"i275485936","c24502522",,"PB1014423","motion picture","Motion picture (New York, N.Y. : 1928)",,
"i275449701","c24144046",,"PB1009929","motion picture classic",,,
"i275485729","c24501992",,"PB1014431","motion picture herald",,,
"i275484361","c24501864","0748-5921 0748-5921 1","PB1014284","motion picture news",,,
"i275484373","c24501864","0748-5921 0748-5921 1","PB1014285","motion picture news",,,
"i275484385","c24501864","0748-5921 0748-5921 1","PB1014286","motion picture news",,,
"i275484397","c24501864","0748-5921 0748-5921 1","PB1014287","motion picture news",,,
"i275484403","c24501864","0748-5921 0748-5921 1","PB1014288","motion picture news",,,
"i275484415","c24501864","0748-5921 0748-5921 1","PB1014289","motion picture news",,,
"i275484427","c24501864","0748-5921 0748-5921 1","PB1014290","motion picture news",,,
"i275484439","c24501864","0748-5921 0748-5921 1","PB1014291","motion picture news",,,
"i275484440","c24501864","0748-5921 0748-5921 1","PB1014292","motion picture news",,,
"i275484452","c24501864","0748-5921 0748-5921 1","PB1014293","motion picture news",,,
"i275484464","c24501864","0748-5921 0748-5921 1","PB1014294","motion picture news",,,
"i275484476","c24501864","0748-5921 0748-5921 1","PB1014295","motion picture news",,,
"i275484488","c24501864","0748-5921 0748-5921 1","PB1014296","motion picture news",,,
"i27548449x","c24501864","0748-5921 0748-5921 1","PB1014297","motion picture news",,,
"i275484506","c24501864","0748-5921 0748-5921 1","PB1014298","motion picture news",,,
"i275484518","c24501864","0748-5921 0748-5921 1","PB1014299","motion picture news",,,
"i27548452x","c24501864","0748-5921 0748-5921 1","PB1014300","motion picture news",,,
"i275484531","c24501864","0748-5921 0748-5921 1","PB1014301","motion picture news",,,
"i275484543","c24501864","0748-5921 0748-5921 1","PB1014302","motion picture news",,,
"i275484555","c24501864","0748-5921 0748-5921 1","PB1014303","motion picture news",,,
"i275484567","c24501864","0748-5921 0748-5921 1","PB1014304","motion picture news",,,
"i275484579","c24501864","0748-5921 0748-5921 1","PB1014305","motion picture news",,,
"i275484580","c24501864","0748-5921 0748-5921 1","PB1014306","motion picture news",,,
"i275484592","c24501864","0748-5921 0748-5921 1","PB1014307","motion picture news",,,
"i275484609","c24501864","0748-5921 0748-5921 1","PB1014308","motion picture news",,,
"i275484610","c24501864","0748-5921 0748-5921 1","PB1014309","motion picture news",,,
"i275484622","c24501864","0748-5921 0748-5921 1","PB1014310","motion picture news",,,
"i275484634","c24501864","0748-5921 0748-5921 1","PB1014311","motion picture news",,,
"i275484646","c24501864","0748-5921 0748-5921 1","PB1014312","motion picture news",,,
"i275484658","c24501864","0748-5921 0748-5921 1","PB1014313","motion picture news",,,
"i27548466x","c24501864","0748-5921 0748-5921 1","PB1014314","motion picture news",,,
"i275484671","c24501864","0748-5921 0748-5921 1","PB1014315","motion picture news",,,
"i275484683","c24501864","0748-5921 0748-5921 1","PB1014316","motion picture news",,,
"i275484695","c24501864","0748-5921 0748-5921 1","PB1014317","motion picture news",,,
"i275484701","c24501864","0748-5921 0748-5921 1","PB1014318","motion picture news",,,
"i275484713","c24501864","0748-5921 0748-5921 1","PB1014319","motion picture news",,,
"i275484725","c24501864","0748-5921 0748-5921 1","PB1014320","motion picture news",,,
"i275484737","c24501864","0748-5921 0748-5921 1","PB1014321","motion picture news",,,
"i275462730","c24374349",,"PB1010783","motion picture production encyclopedia",,,
"i275422112","c24477266",,"PB1011106","motion picture scripts",,,
"i275422859","c17736109",,"PB1011103","motion picture, tv and theatre directory for services and products",,,
"i275424273","c22856018",,"PB1009039","motion pictures",,,
"i275424285","c22856018",,"PB1009040","motion pictures",,,
"i275424261","c22856018",,"PB1009041","motion pictures",,,
"i27542425x","c22856018",,"PB1009042","motion pictures",,,
"i275424297","c22856018",,"PB1009043","motion pictures",,,
"i275424303","c22856018",,"PB1009044","motion pictures",,,
"i275482807","c24501827","0027-268X 0027-268X z","PB1013890","movie",,,
"i275482819","c24501827","0027-268X 0027-268X z","PB1013891","movie",,,
"i275482820","c24501827","0027-268X 0027-268X z","PB1013892","movie",,,
"i275482832","c24501827","0027-268X 0027-268X z","PB1013893","movie",,,
"i275482844","c24501827","0027-268X 0027-268X z","PB1013894","movie",,,
"i275482856","c24501827","0027-268X 0027-268X z","PB1013895","movie",,,
"i275482868","c24501827","0027-268X 0027-268X z","PB1013896","movie",,,
"i27548287x","c24501827","0027-268X 0027-268X z","PB1013897","movie",,,
"i275482881","c24501827","0027-268X 0027-268X z","PB1013898","movie",,,
"i275482893","c24501827","0027-268X 0027-268X z","PB1013899","movie",,,
"i27548290x","c24501827","0027-268X 0027-268X z","PB1013900","movie",,,
"i275482911","c24501827","0027-268X 0027-268X z","PB1013901","movie",,,
"i275482923","c24501827","0027-268X 0027-268X z","PB1013902","movie",,,
"i275482935","c24501827","0027-268X 0027-268X z","PB1013903","movie",,,
"i275482947","c24501827","0027-268X 0027-268X z","PB1013904","movie",,,
"i275482959","c24501827","0027-268X 0027-268X z","PB1013905","movie",,,
"i275482960","c24501827","0027-268X 0027-268X z","PB1013906","movie",,,
"i275482972","c24501827","0027-268X 0027-268X z","PB1013907","movie",,,
"i275482984","c24501827","0027-268X 0027-268X z","PB1013908","movie",,,
"i275482996","c24501827","0027-268X 0027-268X z","PB1013909","movie",,,
"i275483009","c24501827","0027-268X 0027-268X z","PB1013910","movie",,,
"i275483010","c24501827","0027-268X 0027-268X z","PB1013911","movie",,,
"i275483022","c24501827","0027-268X 0027-268X z","PB1013912","movie",,,
"i275483034","c24501827","0027-268X 0027-268X z","PB1013913","movie",,,
"i275483046","c24501827","0027-268X 0027-268X z","PB1013914","movie",,,
"i275482145","c24501797",,"PB1013915","movie story",,,
"i275482157","c24501797",,"PB1013916","movie story",,,
"i275482169","c24501797",,"PB1013917","movie story",,,
"i275482170","c24501797",,"PB1013918","movie story",,,
"i275482182","c24501797",,"PB1013919","movie story",,,
"i275482194","c24501797",,"PB1013920","movie story",,,
"i275482200","c24501797",,"PB1013921","movie story",,,
"i275482212","c24501797",,"PB1013922","movie story",,,
"i275482224","c24501797",,"PB1013923","movie story",,,
"i275482236","c24501797",,"PB1013924","movie story",,,
"i275482248","c24501797",,"PB1013925","movie story",,,
"i27548225x","c24501797",,"PB1013926","movie story",,,
"i275482261","c24501797",,"PB1013927","movie story",,,
"i275482285","c24501797",,"PB1013928","movie story",,,
"i275482297","c24501797",,"PB1013929","movie story",,,
"i275482273","c24501797",,"PB1013930","movie story",,,
"i275482303","c24501797",,"PB1013931","movie story",,,
"i275482315","c24501797",,"PB1013932","movie story",,,
"i275482327","c24501797",,"PB1013933","movie story",,,
"i275482339","c24501797",,"PB1013934","movie story",,,
"i275482340","c24501797",,"PB1014322","movie story",,,
"i275482352","c24501797",,"PB1014323","movie story",,,
"i275482364","c24501797",,"PB1014324","movie story",,,
"i275482376","c24501797",,"PB1014325","movie story",,,
"i275482388","c24501797",,"PB1014326","movie story",,,
"i27548239x","c24501797",,"PB1014327","movie story",,,
"i275482406","c24501797",,"PB1014328","movie story",,,
"i275482418","c24501797",,"PB1014329","movie story",,,
"i27548242x","c24501797",,"PB1014330","movie story",,,
"i275482431","c24501797",,"PB1014331","movie story",,,
"i275482443","c24501797",,"PB1014332","movie story",,,
"i275482455","c24501797",,"PB1014333","movie story",,,
"i275482467","c24501797",,"PB1014334","movie story",,,
"i275482479","c24501797",,"PB1014335","movie story",,,
"i275482480","c24501797",,"PB1014336","movie story",,,
"i275482492","c24501797",,"PB1014337","movie story",,,
"i275482509","c24501797",,"PB1014338","movie story",,,
"i275482510","c24501797",,"PB1014339","movie story",,,
"i275482522","c24501797",,"PB1014340","movie story",,,
"i275482534","c24501797",,"PB1014341","movie story",,,
"i275482546","c24501797",,"PB1014342","movie story",,,
"i275482558","c24501797",,"PB1014343","movie story",,,
"i27548256x","c24501797",,"PB1014344","movie story",,,
"i275482571","c24501797",,"PB1014345","movie story",,,
"i275482583","c24501797",,"PB1014346","movie story",,,
"i275482595","c24501797",,"PB1014347","movie story",,,
"i275482601","c24501797",,"PB1014348","movie story",,,
"i275482613","c24501797",,"PB1014349","movie story",,,
"i275482625","c24501797",,"PB1014350","movie story",,,
"i275482637","c24501797",,"PB1014351","movie story",,,
"i275482649","c24501797",,"PB1014352","movie story",,,
"i275482650","c24501797",,"PB1014353","movie story",,,
"i275482662","c24501797",,"PB1014354","movie story",,,
"i275482674","c24501797",,"PB1014355","movie story",,,
"i275482686","c24501797",,"PB1014356","movie story",,,
"i275482698","c24501797",,"PB1014357","movie story",,,
"i275482704","c24501797",,"PB1014358","movie story",,,
"i275482716","c24501797",,"PB1014359","movie story",,,
"i275482728","c24501797",,"PB1014360","movie story",,,
"i27548273x","c24501797",,"PB1014361","movie story",,,
"i275482741","c24501797",,"PB1014362","movie story",,,
"i275482753","c24501797",,"PB1014363","movie story",,,
"i275482765","c24501797",,"PB1014364","movie story",,,
"i275482777","c24501797",,"PB1014365","movie story",,,
"i275485869","c24502455",,"PB1014439","movie weekly",,,
"i275485870","c24502455",,"PB1014440","movie weekly",,,
"i275485882","c24502455",,"PB1014441","movie weekly",,,
"i275485894","c24502455",,"PB1014442","movie weekly",,,
"i275485900","c24502455",,"PB1014443","movie weekly",,,
"i275483757","c24501840","0885-5021 0885-5021 1","PB1014223","movietone news",,,
"i275483769","c24501840","0885-5021 0885-5021 1","PB1014224","movietone news",,,
"i275483770","c24501840","0885-5021 0885-5021 1","PB1014225","movietone news",,,
"i275483782","c24501840","0885-5021 0885-5021 1","PB1014226","movietone news",,,
"i275483794","c24501840","0885-5021 0885-5021 1","PB1014227","movietone news",,,
"i275483800","c24501840","0885-5021 0885-5021 1","PB1014228","movietone news",,,
"i275483812","c24501840","0885-5021 0885-5021 1","PB1014229","movietone news",,,
"i275483824","c24501840","0885-5021 0885-5021 1","PB1014230","movietone news",,,
"i275483836","c24501840","0885-5021 0885-5021 1","PB1014231","movietone news",,,
"i275483848","c24501840","0885-5021 0885-5021 1","PB1014232","movietone news",,,
"i27548385x","c24501840","0885-5021 0885-5021 1","PB1014233","movietone news",,,
"i275483861","c24501840","0885-5021 0885-5021 1","PB1014234","movietone news",,,
"i275483873","c24501840","0885-5021 0885-5021 1","PB1014235","movietone news",,,
"i275483885","c24501840","0885-5021 0885-5021 1","PB1014236","movietone news",,,
"i275483897","c24501840","0885-5021 0885-5021 1","PB1014237","movietone news",,,
"i275483903","c24501840","0885-5021 0885-5021 1","PB1014238","movietone news",,,
"i275483915","c24501840","0885-5021 0885-5021 1","PB1014239","movietone news",,,
"i275483927","c24501840","0885-5021 0885-5021 1","PB1014240","movietone news",,,
"i275483939","c24501840","0885-5021 0885-5021 1","PB1014241","movietone news",,,
"i275483940","c24501840","0885-5021 0885-5021 1","PB1014242","movietone news",,,
"i275483952","c24501840","0885-5021 0885-5021 1","PB1014243","movietone news",,,
"i275483964","c24501840","0885-5021 0885-5021 1","PB1014244","movietone news",,,
"i275483976","c24501840","0885-5021 0885-5021 1","PB1014245","movietone news",,,
"i275483988","c24501840","0885-5021 0885-5021 1","PB1014246","movietone news",,,
"i27548399x","c24501840","0885-5021 0885-5021 1","PB1014247","movietone news",,,
"i275484002","c24501840","0885-5021 0885-5021 1","PB1014248","movietone news",,,
